                                                    ,KOL_ID,Username,Followers,Country,Social media URL,Restaurant name,Restaurant ID,Cuisine Type,Package Type,Package price,Package Name,Alergies,Comments,Fee per content,Hotel required,Validation 1,Sales in charge,Target Date,Target time,No people,Sales Check,Line_thread_id,Booking ID,Target post date,Post details,Notes,index
,HH-XHSAMD,爱吃香菜,"36,300",Thai Expat,https://www.xiaohongshu.com/user/profile/624161410000000021027680?xsec_token=YBUxcnXyAkJOh1Z0ynAL_oYzCAJYg_HIwhUnEswfxNa2s=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODxGNTtLN082NzUyOTgwNjdHOTo3Rz1O&apptime=1760433170&share_id=104620dda84049e1845ce01eb461e7e1,Seasonal Tastes The Westin Grande Sukhumvit,2928,International,Party Pack,2236,Seafood & Grill Dinner Buffet (Friday – Saturday),,,"3,000",FALSE,,bond@hungryhub.com,08/11/2025,8:00:00 pm,2,Validated,585631602613420572,,,,,HH-XHSAMDNTJ12
,HH-XHSJE,小包子滚滚🐷(泰国版),"40,000",Thai Expat,https://www.xiaohongshu.com/user/profile/5ff55ae10000000001007413?xsec_token=YBRC6DAl0HIoLXKi6EAyjr0jNCwXsJWjLwt91_eK1O6mI=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODxGNTtLN082NzUyOTgwNjdHOTo3Rz1O&apptime=1762316615&share_id=315b8449a51141baa23d10cb5c558e16&exSource=,NAMA Japanese and Seafood Buffet (Hungry Hub),5149,Japanese,All You Can Eat,1499,Wagyu A4 1 Set + Exclusive Menu + Buffet Line (Sat-Sun),,,,FALSE,,earth@hungryhub.com,08/11/2025,12:00:00 pm,2,Booked,586339871510495356,8181692,,,,HH-XHSJEOHL00
,HH-LOEMIESH,empommie,"30,600",Bangkok,Tiktok.com/@empommie,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A : Select 1 Premium Menu,,,"8,333",,,surasit@hungryhub.com,09/11/2025,5:00:00 pm,4,Validated,586351192893292905,,,,Sirada,HH-LOEMIESHBHP28
,HH-XHSJE,小包子滚滚🐷(泰国版),"40,000",Thai Expat,https://www.xiaohongshu.com/user/profile/5ff55ae10000000001007413?xsec_token=YBRC6DAl0HIoLXKi6EAyjr0jNCwXsJWjLwt91_eK1O6mI=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODxGNTtLN082NzUyOTgwNjdHOTo3Rz1O&apptime=1762316615&share_id=315b8449a51141baa23d10cb5c558e16&exSource=,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,All You Can Eat,2599,Hungry Hub Pack A : Select 1 Premium Menu,,,,FALSE,,surasit@hungryhub.com,09/11/2025,12:30:00 pm,2,Booked,586339875268854361,8181704,,,,HH-XHSJEOAO49
,HH-TDAKERIK,david.michelangelo_,"27,108",Bangkok,Instagram.com/david.michelangelo_,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,Party Pack,2599,Hungry Hub Pack A : Select 1 Premium Menu,,Cross post: https://www.tiktok.com/@david.michelangelo_,"4,000",FALSE,,surasit@hungryhub.com,09/11/2025,7:30:00 pm,3,Validated,586511823361802990,,,,,HH-TDAKERIKMBZ80
,HH-LOITY,itsemandty,"15,652",,Instagram.com/itsemandty,Napha Dusit Central Park,6483,,Party Pack,1490,Sharing Set for 2 People,Allergic to Seafood,,"4,000",,,dew@hungryhub.com,10/11/2025,6:30:00 pm,,Booked,585646031337685562,8177125,,,Sirada,HH-LOITYLLD74
,HH-XHSAMD,爱吃香菜,"36,300",Thai Expat,https://www.xiaohongshu.com/user/profile/624161410000000021027680?xsec_token=YBUxcnXyAkJOh1Z0ynAL_oYzCAJYg_HIwhUnEswfxNa2s=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODxGNTtLN082NzUyOTgwNjdHOTo3Rz1O&apptime=1760433170&share_id=104620dda84049e1845ce01eb461e7e1,Great Harbour International Buffet,3005,Thai,All You Can Eat,1100,Great Harbour: Weekday Buffet (Monday- Friday),,,"3,000",FALSE,,bond@hungryhub.com,10/11/2025,5:00:00 pm,2,Validated,585639073809433210,,,,,HH-XHSAMDHRL44
,HH-LOJO1,joeinthailand1,"56,273",Thai Expat,Instagram.com/joeinthailand1,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,All You Can Eat,2599,Hungry Hub Pack A : Select 1 Premium Menu,,"They have 4months kid
Cross Pross to: 
Tiktok: https://www.tiktok.com/@joeinthailand
Facebook: https://www.facebook.com/profile.php?id=61555873413463","10,000",,,surasit@hungryhub.com,10/11/2025,12:00:00 pm,2,Validated,586657296806576660,,,Posted,Sirada,HH-LOJO1UCT02
,HH-TDAKERIK,david.michelangelo_,"27,108",Bangkok,Instagram.com/david.michelangelo_,Topgolf Megacity,3828,Italian,Xperience,1150,PLAY.FOOD.FUN A,,Cross post: https://www.tiktok.com/@david.michelangelo_,"4,000",FALSE,,bond@hungryhub.com,10/11/2025,1:00:00 pm,3,Asked Bond,586511826952127045,,,,,HH-TDAKERIKMTL22
,HH-LOITY,itsemandty,"15,652",,Instagram.com/itsemandty,RedSquare Rooftop Bar at Novotel Bangkok Sukhumvit 4,4412,International,Party Pack,2790,Romantic Set for 2 People (Booking 3 days in Advance),Allergic to Seafood,,"4,000",,,bond@hungryhub.com,11/11/2025,7:00:00 pm,,Booked,585612938212540798,8159596,,,Sirada,HH-LOITYTEA24
,HH-XHSTD,Yanchela在泰国,"11,200",Thai Expat,https://www.xiaohongshu.com/user/profile/58710cd56a6a692b60fab696?xhsshare=CopyLink&appuid=58710cd56a6a692b60fab696&apptime=1724745889,RIB ROOM & BAR Steakhouse The Landmark Bangkok,2421,International,Party Pack,3900,RIB ROOM Set Menus 11 Menus for 2 People w/Drinks,,,,FALSE,,sirirat@hungryhub.com,11/11/2025,5:30:00 pm,2,Booked,586228877559595419,8180934,,,,HH-XHSTDZOC45
,HH-LOGII,gianaarmellini,"4,562",Bangkok,Instagram.com/gianaarmellini,Lyon French Cuisine,4141,International,Party Pack,1790,Dinner Set for 2 People,,,"3,000",FALSE,,sirirat@hungryhub.com,13/11/2025,8:30:00 pm,2,Booked,586518083980755587,8220454,,,,HH-LOGIIGIX49
,HH-TOHCRRUH,ohmyla_,"65,040",Bangkok,Instagram.com/ohmyla_,NAMA Japanese and Seafood Buffet (Hungry Hub),5149,Japanese,All You Can Eat,1650,Premium Box 1 Set + Exclusive Menu + Buffet Line (Mon-Fri),NO cucumber and oranges ,,"6,703",,,earth@hungryhub.com,11/11/2025,6:00:00 pm,2,Booked,587077485536739432,8214470,,,Sirada,HH-TOHCRRUHKZC96
,,,,,,,.,,,,,,,,,,,,,,,,,,Posted,,
,,,,,,,.,,,,,,,,,,,,,,,,,,Posted,,
,,,,,,,.,,,,,,,,,,,,,,,,,,Posted,,
,HH-XHSAMD,爱吃香菜,"36,300",Thai Expat,https://www.xiaohongshu.com/user/profile/624161410000000021027680?xsec_token=YBUxcnXyAkJOh1Z0ynAL_oYzCAJYg_HIwhUnEswfxNa2s=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODxGNTtLN082NzUyOTgwNjdHOTo3Rz1O&apptime=1760433170&share_id=104620dda84049e1845ce01eb461e7e1,Above Eleven,6090,Nana,Party Pack,3790,Sharing Set for 3 People,,,"3,000",FALSE,,watcharavit@hungryhub.com,12/11/2025,6:00:00 pm,3,Asked Bank,585631605314551811,,,,,HH-XHSAMDIYS25
,HH-LOJO1,joeinthailand1,"56,273",Thai Expat,Instagram.com/joeinthailand1,NAMA Japanese and Seafood Buffet (Hungry Hub),5149,Japanese,All You Can Eat,1650,Premium Box 1 Set + Exclusive Menu + Buffet Line (Mon-Fri),,"They have 4months kid
Cross Pross to: 
Tiktok: https://www.tiktok.com/@joeinthailand
Facebook: https://www.facebook.com/profile.php?id=61555873413463","10,000",FALSE,,earth@hungryhub.com,12/11/2025,12:00:00 pm,2,Booked,586657300564148429,8218933,,,,HH-LOJO1UMR02
,HH-TDAKERIK,david.michelangelo_,"27,108",#N/A,Instagram.com/david.michelangelo_,Canton Disco,6225,Chinese,Party Pack,1450,Sharing Set for 3 People,,Cross post: https://www.tiktok.com/@david.michelangelo_,"4,000",,,natkitta@hungryhub.com,12/11/2025,6:00:00 pm,3,Booked,586511815409402353,8209756,,,Sirada,HH-TDAKERIKJXS18
,HH-TDAKERIK,david.michelangelo_,"27,108",Bangkok,Instagram.com/david.michelangelo_,RedSquare Rooftop Bar at Novotel Bangkok Sukhumvit 4,4412,Japanese,Party Pack,2990,Sharing Set for 3 People with Alcoholic Beverages,,Cross post: https://www.tiktok.com/@david.michelangelo_,"4,000",FALSE,,bond@hungryhub.com,12/11/2025,9:30:00 pm,3,Booked,586511819116380484,8210353,,,,HH-TDAKERIKVBH21
,HH-LOEMIESH,empommie,"30,600",Bangkok,Tiktok.com/@empommie,Kwann at Nysa Hotel Bangkok,4989,Thai,Party Pack,6790,Kwann Sharing Set for 4 People,,,"8,333",FALSE,,bond@hungryhub.com,12/11/2025,6:00:00 pm,4,Validated,587078942654726537,,,,,HH-LOEMIESHXTD60
,HH-TOHCRRUH,ohmyla_,"65,040",Bangkok,Instagram.com/ohmyla_,Copper Beyond Buffet Gaysorn Amarin,.,#N/A,All You Can Eat,2599,Hungry Hub Pack A : Select 1 Premium Menu,NO cucumber and oranges ,,"6,703",,,#N/A,12/11/2025,5:00:00 pm,2,Booked,587077482953048339,8210928,,Posted,Sirada,HH-TOHCRRUHXQU56
,HH-XHSWEI,"
weiwei泰国慢生活","13,000",Bangkok,https://www.xiaohongshu.com/user/profile/568899045e87e7207c605644?xsec_token=&xsec_source=pc_note&exSource=,Saneh Jaan,4749,Chinese,Party Pack,5590,Sharing Set for 3 People,,,"4,000",FALSE,,sirirat@hungryhub.com,15/11/2025,11:30:00 am,3,Booked,587243053941522598,8218824,,,,HH-XHSWEIPYB12
,HH-LOPRA_OE,priyamsharma_,"81,586",Bangkok,Instagram.com/priyamsharma_,Audrey Cafe EmQuartier,425,International,Party Pack,1090,Together Set [Premium],,,"5,000",,,bond@hungryhub.com,15/11/2025,4:00:00 pm,2,Asked Dew,588112235818647764,8215411,,Posted,Sirada,HH-LOPRA_OEPKD67
,HH-TDAKERIK,david.michelangelo_,"27,108",#N/A,Instagram.com/david.michelangelo_,Opium Bar,.,Fusion,Party Pack,13900,Karaoke Room (4 Hours) for 10 People,,Cross post: https://www.tiktok.com/@david.michelangelo_,"4,000",FALSE,,#N/A,16/11/2025,5:00:00 pm,3,,,,,,,
,HH-TDAKERIK,david.michelangelo_,"27,108",Bangkok,Instagram.com/david.michelangelo_,Abandoned Mansion,3577,International,Party Pack,"2299
2499","Sharing with the Gang: Set A (For 2 People)
Sharing with the Gang: Set B (For 2 People)",,Cross post: https://www.tiktok.com/@david.michelangelo_,"4,000",FALSE,,sirirat@hungryhub.com,16/11/2025,9:00:00 pm,3,Booked,586511830441525438,8209746,,,,HH-TDAKERIKIMF43
,HH-XHSAMD,爱吃香菜,"36,300",Thai Expat,https://www.xiaohongshu.com/user/profile/624161410000000021027680?xsec_token=YBUxcnXyAkJOh1Z0ynAL_oYzCAJYg_HIwhUnEswfxNa2s=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODxGNTtLN082NzUyOTgwNjdHOTo3Rz1O&apptime=1760433170&share_id=104620dda84049e1845ce01eb461e7e1,RIB ROOM & BAR Steakhouse The Landmark Bangkok,2421,International,Party Pack,3990,RIB ROOM Set Menus 11 Menus for 2 People w/Drinks,,,"3,000",FALSE,,sirirat@hungryhub.com,18/11/2025,7:00:00 pm,2,Booked,585075840942080021,8138497,,,,HH-XHSAMDKRY26
,HH-TXXXXXZT,hialan1314,"10,956",Bangkok,Instagram.com/hialan1314,Paii at The House on Sathorn,1545,Singaporean,Party Pack,2590,Sharing Set for 2 People (1 Oct onwards),"No raw food, avoid overly spicy dishes and eats beef occasionally but prefers non–beef-heavy meals",,0,TRUE,,ravi@hungryhub.com,18/11/2025,1:00:00 pm,3,Booked,586376236780224759,8251288,,,Lars,HH-TXXXXXZTDGR78
,HH-TXXXXXZT,hialan1314,"10,956",Bangkok,Instagram.com/hialan1314,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,All You Can Eat,2599,Copper Beyond Buffet + Unlimited Foie Gras,"No raw food, avoid overly spicy dishes and eats beef occasionally but prefers non–beef-heavy meals",,0,TRUE,,surasit@hungryhub.com,18/11/2025,7:00:00 pm,5,Booked,586376240823796056,8189837,,,Lars,HH-TXXXXXZTEEJ89
,HH-TOHCRRUH,ohmyla_,"65,040",Bangkok,Instagram.com/ohmyla_,RedSquare Rooftop Bar at Novotel Bangkok Sukhumvit 4,4412,International,Party Pack,2290,Sharing Set for 2 People with Alcoholic Beverages,NO cucumber and oranges ,,"6,703",,,bond@hungryhub.com,18/11/2025,8:00:00 pm,2,Booked,587243236511449442,8218985,,,Sirada,HH-TOHCRRUHQQP90
,HH-TESTING,TESTING,"22,747",Nakhon Si Thammarat,Instagram.com/langrova_tereza,Sichon Tesoro Staycation (Nakhon Si Thammarat),3663,Chinese,Xperience,123,Testing apckage name,None,Test comments,"1,341",,,support@hungryhub.com,11/12/2025,3:00:00 pm,5,Asked Guillaume,587243049344827473,,,,Sirada,HH-TESTINGWCQ70
,HH-LOWHG,whatisdieting,"50,000",Bangkok,,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,,,,,,,Approved,surasit@hungryhub.com,,,,,,,,posted,,
,HH-LOWHG,whatisdieting,"50,000",#N/A,,,.,#N/A,,,,,,,,Approved,#N/A,,,,,,,,,,
,#REF!,choteklsw,"14,300",#N/A,,,.,#N/A,,,,,,"1,000",,,#N/A,,,,,,,,,Sirada,
,HH-INDET,dew.yew.eat,"3,185",#N/A,Instagram.com/dew.yew.eat,,.,#N/A,,,,,,,,,#N/A,,,,,,,,,Sirada,
,#REF!,eaterries,"26,326",#N/A,Instagram.com/eaterries,,.,#N/A,,,,,,"5,063",,,#N/A,,,,,,,,,Sirada,
,HH-LOPAL,patrycja_sordyl,"8,045",,Instagram.com/patrycja_sordyl,,.,#N/A,,,,,,"6,500",,,#N/A,,,,,,,,,Sirada,
,HH-LOSAR,samzacktyler,"389,420",#N/A,Instagram.com/samzacktyler,,.,#N/A,,,,,,,,,#N/A,,,,,,,,,Sirada,
,HH-LOSIE,sidneyygeorge,"5,664",#N/A,Instagram.com/sidneyygeorge,Sabio,6072,Spanish,,,,,,0,,,bond@hungryhub.com,,,,,,,,,Sirada,
,HH-SGTHT,thehungryfeet,"14,651",#N/A,Instagram.com/thehungryfeet,,.,#N/A,,,,,,0,,,#N/A,,,,,,,,,Sirada,
,HH-LOSIE,sidneyygeorge,"5,664",#N/A,Instagram.com/sidneyygeorge,,.,#N/A,,,,,,0,,,#N/A,,,,,,,,,Sirada,
,HH-LOSAAPBV,sailingoffwithoutamap,"8,460",#N/A,Instagram.com/sailingoffwithoutamap,,.,#N/A,,,,"One is Vegan, another can eat only chicken ",,0,,,#N/A,,,,,,,,,Sirada,HH-LOSAAPBVDPD
,HH-LOSAAPBV,sailingoffwithoutamap,"8,460",#N/A,Instagram.com/sailingoffwithoutamap,,.,#N/A,,,,,,,,,#N/A,,,,,,,,,Sirada,HH-LOSAAPBVCNL
,HH-LOPAA,paulinamikielska,"42,731",Bangkok,Instagram.com/paulinamikielska,Purple Laurel 紫桂轩,5828,Chinese,Party Pack,2590,Sharing Set for 2 People,None,,"5,000",,,ravi@hungryhub.com,25/11/2025,6:00:00 pm,2,Validated,588681233740071615,,,,Sirada,HH-LOPAAWIT26
,HH-LOPAA,paulinamikielska,"42,731",Bangkok,Instagram.com/paulinamikielska,Spectrum Rooftop at Hyatt Regency Bangkok Sukhumvit,1856,"European, International, Italian",Party Pack,1999,3 Bar Bites + 1 Bottle of Wine for 2-4 People,None,,"5,000",,,ravi@hungryhub.com,28/11/2025,6:00:00 pm,2,Asked Ravi,588681236105921162,,,,,HH-LOPAALRP54
,HH-LOEMIESH,empommie,"30,600",#N/A,Tiktok.com/@empommie,,.,#N/A,,,,,,"8,333",FALSE,,#N/A,,,,,,,,,,
,HH-LOEMIESH,empommie,"30,600",#N/A,Tiktok.com/@empommie,,.,#N/A,,,,,,"8,333",FALSE,,#N/A,,,,,,,,,,
,HH-LOEMIESH,empommie,"30,600",#N/A,Tiktok.com/@empommie,,.,#N/A,,,,,,"8,333",FALSE,,#N/A,,,,,,,,,,
,HH-LOMIA,miriaminiesta,"16,600",#N/A,Tiktok.com/@miriaminiesta,,.,#N/A,,,,,,"7,400",,,#N/A,,,,,,,,,Sirada,
,HH-LOSIE,sidneyygeorge,"5,664",#N/A,Instagram.com/sidneyygeorge,,.,#N/A,,,,,,"1,500",,,#N/A,,,,,,,,,Sirada,
,HH-LOSP3,spacebaby13,"796,800",#N/A,Tiktok.com/@spacebaby13,,.,#N/A,,,,,,"33,000",,,#N/A,,,,,,,,,Sirada,
,HH-LOKUN,kuubenson,"35,936",Bangkok,Instagram.com/kuubenson,NAMA Japanese and Seafood Buffet (Hungry Hub),5149,Japanese,All You Can Eat,,,,,"6,667",,,earth@hungryhub.com,,,,,,,,,Sirada,
,HH-LOKUN,kuubenson,"35,936",Bangkok,Instagram.com/kuubenson,Bangkok Wonderland,6133,Thai,All You Can Eat,,,,,"6,667",,,watcharavit@hungryhub.com,,,,,,,,,Sirada,
,HH-LOBAY,bangkok.discovery,"199,227",#N/A,Instagram.com/bangkok.discovery,,.,#N/A,,,,,,"20,250",,,#N/A,,,,,,,,,Sirada,
,HH-LOBAE,bangkok.vibe,"33,382",#N/A,Instagram.com/bangkok.vibe,,.,#N/A,,,,,,"10,125",,,#N/A,,,,,,,,,Sirada,
,HH-SGTHDVZC,thatfoodadv,"5,834",#N/A,Instagram.com/thatfoodadv,,.,#N/A,,,,,,0,,,#N/A,,,,,,,,,Lars,
,HH-TMABUGLR,mackabuang,"181,167",#N/A,Instagram.com/mackabuang,,.,#N/A,,,,,,"5,000",,,#N/A,,,,,,,,,Sirada,
,HH-LOJO1,joeinthailand1,"56,273",Thai Expat,Instagram.com/joeinthailand1,,.,#N/A,,,,,,"10,000",FALSE,,#N/A,,,,,,,,,,
,HH-LOJO1,joeinthailand1,"56,273",Thai Expat,Instagram.com/joeinthailand1,,.,#N/A,,,,,,"10,000",FALSE,,#N/A,,,,,,,,,,
,HH-LOJO1,joeinthailand1,"56,273",Thai Expat,Instagram.com/joeinthailand1,,.,#N/A,,,,,,"10,000",FALSE,,#N/A,,,,,,,,,,
,HH-LOBAS,bangkok.rooftops,"182,445",Thai Expat,Instagram.com/bangkok.rooftops,Lamaya Bangkok,5974,International,Party Pack,2090,Sharing Set for 2 People (Dinner),,"Cross post to :
Tiktok: https://www.tiktok.com/@bangkok.rooftops
Facebook: https://www.facebook.com/bangkok.rooftops
IG: https://www.instagram.com/thailand.restaurants/","12,371",,,ravi@hungryhub.com,24/11/2025,6:30:00 pm,2,Booked,588112219644887828,8266199,,,Sirada,HH-LOBASZOR53
,HH-LOBAS,bangkok.rooftops,"182,445",Thai Expat,Instagram.com/bangkok.rooftops,Spectrum Rooftop at Hyatt Regency Bangkok Sukhumvit,1856,Fusion,Party Pack,1999,Sharing Set for 2 People,,"Cross post to :
Tiktok: https://www.tiktok.com/@bangkok.rooftops
Facebook: https://www.facebook.com/bangkok.rooftops
IG: https://www.instagram.com/thailand.restaurants/","12,371",FALSE,,ravi@hungryhub.com,28/11/2025,6:30:00 pm,2,Booked,588112223553978705,8300411,,,,HH-LOBASGYS87
,HH-LOBAS,bangkok.rooftops,"182,445",Thai Expat,Instagram.com/bangkok.rooftops,Penthouse Bar + Grill Rooftop at Park Hyatt Bangkok (level 36),5559,Chinese,Party Pack,2490,Sharing Set for 2 People,,"Cross post to :
Tiktok: https://www.tiktok.com/@bangkok.rooftops
Facebook: https://www.facebook.com/bangkok.rooftops
IG: https://www.instagram.com/thailand.restaurants/","12,371",FALSE,,ravi@hungryhub.com,26/11/2025,6:30:00 pm,2,Booked,588112227848945972,8261639,,,,HH-LOBASQZK80
,HH-LOBAS,bangkok.rooftops,"182,445",Thai Expat,Instagram.com/bangkok.rooftops,RedSquare Rooftop Bar at Novotel Bangkok Sukhumvit 4,4412,Japanese,,,,,"Cross post to :
Tiktok: https://www.tiktok.com/@bangkok.rooftops
Facebook: https://www.facebook.com/bangkok.rooftops
IG: https://www.instagram.com/thailand.restaurants/","12,371",FALSE,,bond@hungryhub.com,,,,,,,,,,
,HH-LOBAS,bangkok.rooftops,"182,445",Thai Expat,Instagram.com/bangkok.rooftops,Fallabella River Front Iconsiam,1656,Thai,Party Pack,2199,3 Dishes with 1 Bottle of Wine for 3 People,,"Cross post to :
Tiktok: https://www.tiktok.com/@bangkok.rooftops
Facebook: https://www.facebook.com/bangkok.rooftops
IG: https://www.instagram.com/thailand.restaurants/","12,371",FALSE,,sirirat@hungryhub.com,23/11/2025,7:30:00 pm,2,Booked,588112231960150226,8261525,,,,HH-LOBASMDA80
,HH-INTID,tiffie.on.the.road,"29,411",#N/A,Instagram.com/tiffie.on.the.road,,.,#N/A,,,,,,"2,000",,,#N/A,,,,,,,,,Lars,
,HH-TTELAVBL,langrova_tereza,"22,747",Bangkok,Instagram.com/langrova_tereza,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,All You Can Eat,2599,Hungry Hub Pack A : Select 1 Premium Menu,,Cross Post to: https://www.tiktok.com/@langrova_tereza,"1,341",,,surasit@hungryhub.com,22/11/2025,7:30:00 pm,4,Booked,588247970173420118,8278165,,,Sirada,HH-TTELAVBLLMF55
,HH-TTELAVBL,langrova_tereza,"22,747",Bangkok,Instagram.com/langrova_tereza,Bubble in the Forest Cafe,5208,Thai,Party Pack,4790,Set Menu for 4 People + Complimentary Gift for Hungry Hub Customers,,Cross Post to: https://www.tiktok.com/@langrova_tereza,"1,341",,,dew@hungryhub.com,23/11/2025,5:00:00 pm,4,Booked,588529415035290264,8294189,,,Sirada,HH-TTELAVBLREH27
,HH-TTELAVBL,langrova_tereza,"22,747",Bangkok,Instagram.com/langrova_tereza,Spectrum Rooftop at Hyatt Regency Bangkok Sukhumvit,1856,Fusion,Party Pack,4999,Sharing Set for 4 People,,Cross Post to: https://www.tiktok.com/@langrova_tereza,"1,341",,,ravi@hungryhub.com,24/11/2025,7:00:00 pm,4,Validated,588247976716010134,,,,Sirada,HH-TTELAVBLIFC65
,HH-TTELAVBL,langrova_tereza,"22,747",Bangkok,Instagram.com/langrova_tereza,Kohaku Omakase,5945,Thai,Party Pack,1165,Hiru 10-Course for 1 Person,,Cross Post to: https://www.tiktok.com/@langrova_tereza,"1,341",,,bond@hungryhub.com,25/11/2025,6:00:00 pm,4,Booked,588247980474106202,8278014,,,Sirada,HH-TTELAVBLVAV62
,HH-TTELAVBL,langrova_tereza,"22,747",Bangkok,Instagram.com/langrova_tereza,Samosorn One Bangkok,5349,Thai,Party Pack,4270,Sharing Set for 4 People,,Cross Post to: https://www.tiktok.com/@langrova_tereza,"1,341",,,bond@hungryhub.com,26/11/2025,12:30:00 pm,4,Booked,588247983678816614,8294124,,,Sirada,HH-TTELAVBLPYW41
,HH-TNAKHKCC,nm.alisa,"21,646",#N/A,Instagram.com/nm.alisa,,.,#N/A,,,,,,"2,500",,,#N/A,,,,,,,,,Lars,
,HH-INHIH,hieatsreych,"35,460",Bangkok,Instagram.com/hieatsreych,Gentle Butcher by Bangkok Butcher,4889,Chinese,All You Can Eat,1390,Standard Dry Aged Gentle Butcher Buffet Steak,None,Cross post: https://www.tiktok.com/@hieatsreych,"4,945",,,earth@hungryhub.com,01/12/2025,1:00:00 pm,4,Asked Earth,587391680580157743,,10/12/2025,,Lars,HH-INHIHHSH68
,HH-INHIH,hieatsreych,"35,460",Bangkok,Instagram.com/hieatsreych,Hotaru 119 Omakase & Izakaya - Sanampao,5939,International,Party Pack,1176,Omakase 14-Course for 1 Person,None,Cross post: https://www.tiktok.com/@hieatsreych,"4,945",,,bond@hungryhub.com,02/12/2025,11:30:00 am,4,Booked,587391684741694040,8225141,12/12/2025,,Lars,HH-INHIHMPL99
,HH-INHIH,hieatsreych,"35,460",Bangkok,Instagram.com/hieatsreych,Savio at Chatrium Grand Bangkok,3629,Thai,All You Can Eat,750,"[Mon-Sat] International Lunch Buffet with Free Flow Soft Drinks, Free Tea & Coffee",None,Cross post: https://www.tiktok.com/@hieatsreych,"4,945",,,ravi@hungryhub.com,02/12/2025,6:00:00 pm,4,Refused,587391688549859743,,17/12/2025,,Lars,HH-INHIHSJJ48
,HH-INHIH,hieatsreych,"35,460",Bangkok,Instagram.com/hieatsreych,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,All You Can Eat,2599,Copper Beyond Buffet + Unlimited Foie Gras,None,Cross post: https://www.tiktok.com/@hieatsreych,"4,945",,,surasit@hungryhub.com,03/12/2025,11:00:00 am,4,Booked,587391692542836745,8225185,19/12/2025,,Lars,HH-INHIHPWD61
,HH-INHIH,hieatsreych,"35,460",Bangkok,Instagram.com/hieatsreych,Siam Yacht Club Royal Orchid Sheraton Riverside,3862,Fusion,All You Can Eat,1190,Siam Yacht Club AYCE Buffet (indoor only),None,Cross post: https://www.tiktok.com/@hieatsreych,"4,945",,,ravi@hungryhub.com,05/12/2025,5:00:00 pm,2,Booked,587391697055646139,8279272,24/12/2025,,Lars,HH-INHIHGXO68
,HH-XHSAMD,爱吃香菜,"36,300",Thai Expat,https://www.xiaohongshu.com/user/profile/624161410000000021027680?xsec_token=YBUxcnXyAkJOh1Z0ynAL_oYzCAJYg_HIwhUnEswfxNa2s=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODxGNTtLN082NzUyOTgwNjdHOTo3Rz1O&apptime=1760433170&share_id=104620dda84049e1845ce01eb461e7e1,Hotaru 119 Omakase - Rama 9,5940,Japanese,Party Pack,1176,Omakase 14-Course for 1 Person,,,"3,000",FALSE,,bond@hungryhub.com,19/11/2025,5:30:00 pm,2,Booked,587529148323332114,8226829,,,,HH-XHSAMDZAW76
,HH-XHSTD,Yanchela在泰国,"11,200",Thai Expat,https://www.xiaohongshu.com/user/profile/58710cd56a6a692b60fab696?xhsshare=CopyLink&appuid=58710cd56a6a692b60fab696&apptime=1724745889,57th Street Marriott Sukhumvit 57,1826,Japanese,All You Can Eat,1780,"
Saturday Brunch Buffet (ROUND: 12:00 PM- 13:30 PM)",,,,FALSE,,bond@hungryhub.com,22/11/2025,12:00:00 pm,2,Booked,587531525789319587,8250960,,,,HH-XHSTDEEY15
,HH-LOUNR,universal_traveller,"46,010",Thai Expat,Instagram.com/universal_traveller,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,"5,027",,,surasit@hungryhub.com,20/11/2025,7:00:00 pm,3,Booked,588075301499044442,8246237,,,Sirada,HH-LOUNRMAW41
,HH-LOPRA_OE,priyamsharma_,"81,586",#N/A,Instagram.com/priyamsharma_,Opium Bar,.,Fusion,Party Pack,139000,Karaoke Room (4 Hours) for 10 People,"NO BEEF, Only chicken veg and pork",,"5,000",,,dew@hungryhub.com,22/11/2025,8:00:00 pm,5,Refused,588121414750961905,,,,Sirada,HH-LOPRA_OELWM65
,HH-TQUXXXOY,queendiamondparadise_,"19,896",#N/A,Instagram.com/queendiamondparadise_,,.,#N/A,,,,,,0,,,#N/A,,,,,,,,,Sirada,
