,KOL_ID,Username,Price per post,Country,Restaurant Code,Restaurant Name,Cuisine Type,Social Media,Social media URL,Booking Date,Booking ID,Boost Code,Post Type,Post Date,Post URL,D+1,Views,Comments,Likes,D+5,Views (+5),Comments (+5),Likes (+5),D+10,Views (+10,Comments (+10),Likes (+10),growth rate,Conv Rate,CPM,Content,Hook (First 5 Seconds),Transcript,views (latest total)
,HH-TPA@P1,pyopyo2211,,Bangkok,2447,Beef Express Bangna,Steakhouse,Tiktok,https://tiktok.com/@pyopyo2211,,Paid Thai,,video,07/11/2025,https://www.tiktok.com/@pyopyo2211/video/7569955639628221703,08/11/2025,"13,289",60,657,12/11/2025,"20,300",66,873,17/11/2025,"30,200",70,1089,127.3%,3.84%,0.00,"ไอจะขยี้ยูให้แหลกคึทุกเมณูที่ Beef express #เปลวหมวกแดง #คนไทยเป็นคนตลก #HungryHub #beefexpress #tiktokcommunityth  & [""เปลวหมวกแดง"",""คนไทยเป็นคนตลก"",""hungryhub"",""beefexpress"",""tiktokcommunityth""]",,,
,HH-TPAOVR,overoverrrr,,Bangkok,#N/A,JUBANG Premium Aged BBQ Bangkhunnon,#N/A,Tiktok,,,Paid Thai,,Video,27/02/2025,https://www.tiktok.com/@overoverrrr/video/7476041830518246664,28/02/2025,,,,04/03/2025,,,,09/03/2025,"1,764",20,15,,1.98%,0.00,😍จดไว้ในลิสต์เล๊ย ปิ้งย่างพรีเมี่ยมสไตล์เกาหลีเลิศรสที่ 🥩JUBANG Premium Aged BBQ - 주방🇰🇷 เริ่มต้นเพียง 850.- แค่จองกับ Hungry Hub🥰 #HungryHub #CapCut #บันเทิงtiktok #koreanfood,,,1764
,HH-TPAOVR,overoverrrr,,Bangkok,4141,Lyon French Cuisine,French,Tiktok,Tiktok.com/@overoverrrr,,Paid Thai,,Video,02/07/2025,https://vt.tiktok.com/ZSBjgVJck/,03/07/2025,,,,07/07/2025,,,,04/08/2025,"227,000",18,228,,0.11%,0.00,"อาหารฝรั่งเศสต้นตำรับจากเมืองลียง 🇫🇷  Lyon French Cuisine 📌ซอยร่วมฤดี 
#HungryHub #hungryhubกรุงเทพ ##LyonFrenchCuisine#frenchfood #Lyon #ร้านอาหารฝรั่งเศส #CapCut ",,,227000
,HH-TPAOVR,overoverrrr,,Bangkok,843,Seafresh Riverside Buffet,Thai,Tiktok,Tiktok.com/@overoverrrr,,Paid Thai,,Video,02/07/2025,https://vt.tiktok.com/ZSB2FU8UQ/,03/07/2025,,,,07/07/2025,,,,04/08/2025,"305,000",54,308,,0.12%,0.00,"ยกทะเลมาไว้ที่ Seafresh Riverside Buffet ปูม้าแกะไม่อั้น🦀 กุ้งเผาบุฟเฟ่ต์🦐 เนื้อวากิว🥩 และซูชิ🍣 ซาชิมิแบบจุกๆในราคาเริ่มต้น 945
 #HungryHub #seafresh #buffet #restaurant #ร้านริมน้ำ #CapCut ",,,305000
,HH-TPAOVR,overoverrrr,,Bangkok,4096,Sky on 20 Rooftop Bar at Novotel Bangkok Sukhumvit 20,International,Tiktok,Tiktok.com/@overoverrrr,,Paid Thai,,Video,31/07/2025,https://www.tiktok.com/@overoverrrr/video/7533280663621881109,01/08/2025,"6,279",0,1021,05/08/2025,"1,025",20,"1,025",10/08/2025,"219,700",21,1026,3399.0%,0.48%,0.00,"🥰Chilling on rooftop ดินเนอร์ยามค่ำดูพระอาทิตย์ตกบนยอดตึกสูง ที่ Sky on 20 ชิลกับวิวดีๆพร้อมบรรยากาศติดแกรม ในราคาน่ารัก 📌พิกัด โรงแรม Novotel สุขุมวิท 20  #Hungryhub #Rooftop #Skyon20 #bar #novotel #สุขุมวิท & [""hungryhub"",""rooftop"",""skyon20"",""bar"",""novotel"",""สุขุมวิท""]",,,219700
,HH-TPAOVR,overoverrrrr,,Bangkok,6464,Mungkorn Seafood x You Hunt We Cook,Thai,Instagram,,,Paid Thai,,Video,17/11/2025,https://www.instagram.com/p/DRKehzWEvJU/,18/11/2025,140,1,4,22/11/2025,161,1,4,27/11/2025,,,,-100.0%,#DIV/0!,#DIV/0!,"📣มังกรซีฟู๊ดจัดบุฟเฟ่ต์ทะเลสดๆลงกลางห้างให้แล้วค๊าาา😍 จัดเต็มแก๊งทะเลทั้งมหาสมุทร ปู กุ้ง หมึก หลากหลายสายพันธุ์ พร้อมข้าวหน้ากุ้งมังกรขานเบิ้ม และเมนูเด็ดอีกเยอะม๊ากก ในราคาแค่ 958 บาท ราคาน่ารักแบบนี้แค่กดจองที่ https://hhub.ly/vh1jn ค๊าาา😍❤️
**ถึงวันที่ 30 พ.ย. 68 นี้เท่านั้น**รีบจองด่วนนนนน❤️❤️❤️
 #บุฟเฟ่ต์ทะเลเผา  #seafood #hungryhub  #HungryHubกรุงเทพ & ",,,
,HH-TPAOVR,overoverrrr,,Bangkok,6464,Mungkorn Seafood x You Hunt We Cook,Thai,Tiktok,https://tiktok.com/@overoverrrr,,Paid Thai,,video,17/11/2025,https://www.tiktok.com/@overoverrrr/video/7573726356647775508,18/11/2025,222,2,9,22/11/2025,"104,700",33,106,27/11/2025,,,,-100.0%,#DIV/0!,#DIV/0!,"📣มังกรซีฟู๊ดจัดบุฟเฟ่ต์ทะเลสดๆลงกลางห้างให้แล้วค๊าาา😍 จัดเต็มแก๊งทะเลทั้งมหาสมุทร ปู กุ้ง หมึก หลากหลายสายพันธุ์ พร้อมข้าวหน้ากุ้งมังกรจานเบิ้ม และเมนูเด็ดอีกเยอะม๊ากก ในราคาแค่ 958 บาท😍❤️ **ถึงวันที่ 30 พ.ย. 68 นี้เท่านั้น**รีบด่วนนนนน❤️❤️❤️  #บุฟเฟ่ต์ทะเลเผา  #seafood #hungryhub  #HungryHubกรุงเทพ & [""บุฟเฟ่ต์ทะเลเผา"",""seafood"",""hungryhub"",""hungryhubกรุงเทพ""]",,,
,HH-TPRGRIGT,prythapramesthi,"1,250",Bangkok,4503,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),International,Instagram,,,Paid,,Video,27/10/2025,https://www.instagram.com/p/DQT8z2dkomj/,28/10/2025,"2,153",36,51,01/11/2025,"3,570",37,69,06/11/2025,"8,461",37,70,293.0%,1.26%,147.74,"If you’re in Bangkok and looking for a premium buffet that feels like fine dining — @copperbeyondbuffet is a must-try! ✨🍽️

From appetizers to desserts, every dish is beautifully plated, the flavors are refined, and the ambience is just stunning.
What I love the most — everything’s all-inclusive, so you don’t have to worry about any hidden costs.

I booked mine through @hungryhub_th , and they have so many exclusive dining packages you won’t find anywhere else.
📲 Just pick your package, book, and show your reservation — no extra payment needed!

👉🏻 Don’t miss this elegant dining experience.
Promo Code BPGQDF 💫

#HungryHub #CopperGreyhoundBangkok #CopperBeyondBuffet #BangkokEats #BangkokBuffet #BangkokDining #BangkokFoodies #FoodExperience #HungryHubExclusive #prythamlaku & ",,,8461
,HH-TPRGRIGT,prythaaa,"2,500",Bangkok,4503,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),International,Tiktok,https://tiktok.com/@prythaaa,,Paid,,video,28/10/2025,https://www.tiktok.com/@prythaaa/video/7566055980987878674,29/10/2025,"4,120",2,180,02/11/2025,"4,164",2,184,07/11/2025,"4,224",2,185,2.5%,4.43%,591.86,"If you're in Bangkok and looking for a premium buffet that feels like fine dining — @copperbeyondbuffet is a must-try! + i From appetizers to desserts, every dish is beautifully plated, the flavors are refined, and the ambience is just stunning. What I love the most — everything's all-inclusive, so you don't have to worry about any hidden costs. I booked mine through @HungryHub_Official and they have so many exclusive dining packages you won't find anywhere else. - Just pick your package, book, and show your reservation — no extra payment needed! Don't miss this elegant dining experience. Promo Code BPGQDF #HungryHub #CopperGreyhoundBangkok #CopperBeyondBuffet #BangkokEats #BangkokBuffet  & [null,""hungryhub"",""coppergreyhoundbangkok"",""copperbeyondbuffet"",""bangkokeats"",""bangkokbuffet""]",,,4224
,HH-TXXXXXKN,95pje,"5,027",Bangkok,4989,Kwann at Nysa Hotel Bangkok,Thai,Instagram,,,Paid,,Video,22/10/2025,https://www.instagram.com/p/DQGKnEckrU_/,23/10/2025,"1,940",42,458,27/10/2025,"2,494",59,666,01/11/2025,"2,693",59,645,38.8%,26.14%,"1,866.69","🍴Hungry Hub × Kwann at Nysa Hotel, Bangkok

한국은 벌써 날씨가 추워졌네요! 다들 감기 조심하세요❤️
제거 이번에 방콕 출장 중 방문한 레스토랑들을 소개해볼게요!
첫 번째는 Nysa Hotel 내에 위치한 ’Kwann‘
은은한 조명과 조용한 음악, 그리고 향까지 완벽했던 공간이에요💫

이번 예약은 방콕에서 가장 많이 사용되는 미식 예약 플랫폼 헝그리허브를 통해 진행했는데요,
앱 안에서 메뉴 구성, 가격, 예약 가능 시간까지 모두 한눈에 확인할 수 있어서 여행 중에도 일정 조율이 정말 편했어요 :)

헝그리허브는  All You Can Eat (고정가 무제한 식사), Party Pack (셰어링 세트), Xperience (레스토랑 + 스테이케이션, 디너크루즈 등) 처럼 원하는 느낌과 예산에 맞춰 다양한 미식 패키지를 제공하는 게 특징이라 이동중에도 예약하기가 참 편하더라구요!ㅎㅎ

특히 가격이 명확하고, 예약 변경이나 요청사항 전달이 쉬워
여행 중 갑작스러운 일정 변경이 있을 때도 부담이 없었어요.
방콕을 자주 방문하는 분들이라면 모두 필수 추천드려요🤍

헝그리허브로 제가 예약한 메뉴는
✅Kwann Sharing Set for 2 People (฿2,590)
음료와 함께 콴 스타일의 오리와 5가지 메뉴를 즐기는 코스였어요.

웰컴 드링크의 향긋한 퍼포먼스로 시작해 다음 요리에 대한 기대를 힌껏 끌어올려줬어요.

1️⃣Kwann Style Roast Duck (Half) : 북경오리를 연상시키는 풍미
2️⃣Mala Beef Tartare : 부드러운 와규 타르타르와 훈제 노른자의 조화
3️⃣Cashew Nut Smoked Pork Belly : 훈제 삼겹살과 캐슈넛 카레, 수제 마늘 난의 밸런스
4️⃣Crab Beignet : 가볍게 훈제한 게와 남부 카레소스의 색다른 조합
5️⃣Kanom Mor Gaeng : 고소한 치즈케이크와 코코넛 크림의 부드러운 마무리

한 접시 한 접시마다 향과 온도가 섬세하게 조절되어 있었고,
전체적으로 태국의 향신과 모던한 감각이 잘 어우러진 코스였어요.

방콕에서 특별한 식사를 계획 중이라면,
헝그리허브 앱으로 예약해보세요.
여행 중의 한 끼가 완전히 다른 경험이 될 거예요🌿 & ",,,2693
,HH-TXXXXXKN,95pje,"5,027",Bangkok,4503,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),International,Instagram,,,Paid,,Video,23/10/2025,https://www.instagram.com/p/DQJhzTyEvoF/,24/10/2025,"1,824",58,656,28/10/2025,"2,628",72,671,02/11/2025,"2,946",72,647,61.5%,24.41%,"1,706.38","🍽️ Hungry Hub × Copper Beyond Buffet, Bangkok

방콕에서 꼭 가봐야 할 미식 명소, Copper Beyond Buffet.
150가지 이상의 요리를 셰프가 즉석에서 조리해주는
라이브 키친 스타일의 하이엔드 뷔페예요👨‍🍳

이번에도 예약은 Hungry Hub 앱으로 진행했어요.
메뉴 구성, 패키지, 예약 가능 시간까지 한눈에 확인 가능하고 프리미엄 메뉴 포함 여부도 명확해서 여행 중 이용하기 정말 편하답니다💛

제가 선택한 코스는
Pack A – Select 1 Premium Menu (฿2,599 per person),
프리미엄 메뉴로는 랍스터🦞❤️

신선한 해산물, 스시&사시미, 스테이크, 파스타, 태국 로컬 요리, 디저트까지 셰프들이 각 섹션에서 직접 요리하는 걸 눈앞에서 보고 주문할 수 있고 조리가 끝나면 테이블로 바로 직접 픽업도 가능하고 서빙도 해주세요.

방콕에서 제대로 된 한 끼를 원한다면,
헝그리허브 앱으로 Copper Beyond Buffet 예약 추천드려요.
맛과 경험, 두 가지를 동시에 채워주는 곳이에요✨ & ",,,2946
,HH-TXXXXXKN,95pje,"5,027",Bangkok,1856,Spectrum Rooftop at Hyatt Regency Bangkok Sukhumvit,International,Instagram,,,Paid,,Video,29/10/2025,https://www.instagram.com/p/DQYKcApEiUj/,30/10/2025,"2,080",74,754,03/11/2025,"2,999",80,745,08/11/2025,"3,433",80,743,65.0%,23.97%,"1,464.37","🍸 Hungry Hub × Spectrum Rooftop at Hyatt Regency

방콕에 왔다면 루프탑은 필수죠❤️
이번에 다녀온곳은 하얏트 리젠시의 스펙트럼 루프탑이에요.
29~30층에 걸쳐 라운지 & 다이닝, 루프탑 라운지가 이어지는 공간이에요.
해 질 무렵엔 노을이, 밤엔 도시의 불빛이 펼쳐져
그야말로 방콕의 매력이 그대로 담긴 장소였어요🇹🇭

이번에도 역시 예약은 헝그리허브 앱을 통해 진행했어요.
공식가 ฿3,435 → 앱 전용가 ฿1,999,
Sharing Set for 2 People 코스를 훨씬 합리적으로 즐길 수 있었어요💛

제가 선택한 구성은
🥩 Seafood & Grilled : Kurobuta Pork Chop
🍲 Antipasti, Soup & Dessert : Lobster Bisque, Carbonara
🍹 Drink : Non-alcohol Cocktail

파티팩 구성이라 메뉴 선택이 간편했고,
그중 제가 고른 조합이 생각보다 완벽했어요.
촉촉하게 구워진 폭찹, 깊고 진한 랍스터 비스크,
부드럽고 크리미한 까르보나라까지
서로의 풍미가 자연스럽게 어우러졌어요.

💡 Tip:
• 일몰 30분 전에 도착하면 하늘 색이 바뀌는 순간을 딱 볼 수 있어요 🌇
• 식사를 한 후에, 루프탑에서 공연을 보며 칵테일 한 잔 추천!
• 헝그리허브 앱에선 메뉴 구성, 시간대, 할인 정보까지 전부 확인 가능해서 정말 편했어요.

방콕에서 분위기 좋은 식사 + 루프탑 바 + 사진 찍기 좋은곳 을 
한 번에 즐기고 싶다면 추천드리며, 
헝그리허브로 꼭 리스트에 넣어두세요✨ & ",,,3433
,HH-TXXXXXKN,95pje,"5,027",Bangkok,4749,Saneh Jaan,Thai,Instagram,,,Paid,,Video,01/11/2025,https://www.instagram.com/p/DQg7GXzkmZd/,02/11/2025,"1,414",31,384,06/11/2025,"2,041",62,410,11/11/2025,"2,274",62,399,60.8%,20.27%,"2,210.73","🍴 Hungry Hub × Saneh Jaan

방콕 미슐랭 스타 레스토랑 중에서도 전통 태국 요리를 가장 정갈하고 아름답게 풀어낸 곳, Saneh Jaan
궁중 요리 기반의 정통 레시피를 현대적으로 재해석한 메뉴 구성과 프리젠테이션이 인상적인 파인 다이닝이에요✨

이번에도 예약은 헝그리허브 앱을 통해 진행했어요.
공식 가격보다 훨씬 합리적인 2인 런치 (฿2,190)를 이용했는데,
코스 구성부터 예약 시간, 메뉴 상세까지 앱에서 한눈에 확인 가능해서 편리했어요.

제가 선택한 코스 구성은 
🥗 Appetizer: Royal Thai Mixed Appetizers / Royal Thai High Tea
🍛 Main: Traditional Sweet & Sour Crispy Rice Vermicelli with River Prawn
🍮 Soup: Chicken Coconut Soup with Galangal and Lime

전반적으로 이곳의 요리들은, 세련된 플레이팅과 절제된 향신료 덕분에 태국 음식에 익숙하지 않아도 부담 없이 즐길 수 있어요. 새콤달콤한 소스와 향긋한 허브, 신선한 재료가 조화를 이루어, 참 괜찮은 현지 파인 다이닝이다 싶었어요.

💡 Tip:
• 센트럴 건물 위치해서 런치 이용시엔 근처 카페 가기 좋고 디너 시간대는 더 분위기 있어요 (조명 예술✨)
• 드레스코드가 있으니 깔끔한 복장 추천!(반바지 입고 가서 옷 갈아입으라고 주심😂 옷 이쁘죠?ㅎㅎ)
• 헝그리허브 앱에서 세트 구성과 할인율까지 미리 확인 가능

정통 태국의 맛을 가장 세련된 방식으로 경험해보고 싶다면, 헝그리허브로 Saneh jaan을 예약해보세요!🇹🇭✨ & ",,,2274
,#N/A,sodeliciousssss,,Bangkok,#N/A,Ms. Maria & Mr. Singh,#N/A,Instagram,,,Paid,,Sidecar,16/03/2021,https://www.instagram.com/p/CMfGjaALTR-/,17/03/2021,,,,21/03/2021,,,,26/03/2021,,1,75,,#DIV/0!,#DIV/0!,"Mexican + Indian flavors = 🤩💥🌮💚🍤
•
At @mariaandsingh by Gaggan Anand, the menu tells the love story of a Mexican girl & an Indian boy: Ms. Maria & Mr. Singh 😉 along the way you are presented with some flavor packed and absolutely delicious dishes 😋❣️ 
•
pictured is the Scallop Ceviche, Prawns Royal Vepudu, Hate Squid Love Peanut Mole, Spinach and Paneer, & of course Gaggan’s Crab Curry 🦑🤩 I also recommend the Carnitas Tacos & the Mango Yuzu Snow Ball 🍧
•
📍 Ekkamai Soi 6 
 ⭐️ Rating: SODELICIOUSSSS
#sodelicious #bangkokfoodies #bangkokeatout #bkkeats #instafood #foodporn #foodiegram #aroiibkk #gagganbangkok #msmariamrsingh #indianmexicanfusion",sodelicious bangkokfoodies bangkokeatout bkkeats instafood foodporn foodiegram aroiibkk gagganbangkok msmariamrsingh indianmexicanfusion,,0
,#N/A,noon_bua,,Bangkok,2536,Giorgio's Riverside Royal Orchid Sheraton Hotel,Italian,Instagram,,,Paid,,Sidecar,24/09/2022,https://www.instagram.com/p/Ci4QM6EPzdM/,25/09/2022,,,,29/09/2022,,,,10/10/2025,,9,685,,#DIV/0!,#DIV/0!,"飲兵衛さんにお得すぎるプロモーション🥳🍾
アプリHungryHub経由で予約をすると2,388฿で２名分のシャンパンやワインを含むアルコールの90分間の飲み放題にお好きな料理５品のを選べるプロモーションが川沿いシェラトンのイタリアンレストラン「Giorgio's」で開催中🍷✨
　
個人的にはテンダーロインステーキとマッシュルームスープが美味しかったです！他にもメニューが豊富なのでいろいろ試してみたい…✨
　　
ブログにも書いたので詳細はプロフィール @noon_bua からリンクに飛んでblogをチェックしてみてください💫
#note #BuainThailand
　　
　　
୨୧･･･････････････････････････････୨୧
　
📍Giorgio's
2 Charoen Krung Rd, Siphya, Bang Rak, Bangkok 10500 📞 02-266-0123
　
#バンコク #バンコク在住 #バンコクレストラン #チャオプラヤー川 #タイ旅行 #タイ生活情報 #タイ暮らし #飲み放題プラン #お得情報",,,0
