,restaurant name,UMAP Component 1 (Semantic Similarity Axis),UMAP Component 2 (Theme Variation Axis),cluster,Primary Theme,Number of Posts,Primary Theme %,All Themes
616,Koko Japanese Omakase,3.468012,1.0650365,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
617,Kokoro Omakase & Hand Roll Bar - Central Eastville,2.3783016,0.94197583,3,Good Location,1,100.0,Good Location
618,KongJu Grill & Shabu Lotus's Rangsit Klong 4,5.984413,5.6969023,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
619,Kongju Restaurant at Pathumwan Princess Hotel,2.2597919,12.157623,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
620,Konlamoh,4.493172,12.634422,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
621,Koong Tung Seafood At Banthat Thong Road,8.364112,12.170727,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
622,Koong Tung Seafood At Ram Intra Expressway Market,8.623464,11.834495,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
623,Koong Tung Seafood At Srinakarin Train Market (Entrance Zone),8.702091,12.3548565,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
624,Koong Tung Seafood At Srinakarin Train Market (Main Square),8.791398,12.099183,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
625,Korat BaanAng Khaoyai,6.4390883,13.431882,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
626,Korea House Gold - The Fourth,3.0794427,17.97386,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
627,Kozen Sushi Bar & Restaurant,3.2404826,2.0823798,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
628,Kraft Cafe At Mowa Bangkok,1.1996346,16.550318,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
629,Krua Ban Pa Boon 3 (Sriracha),5.6422844,14.926449,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
630,Krua Ban Pa Boon 5 (Pattaya),-4.6879063,7.1977897,1,Restaurant with Good View,1,100.0,Restaurant with Good View
631,Krua Ban Pa Boon 6 (Rayong),5.75735,14.161283,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
632,Krua Ban Pa Boon 7 (Bangsaen),6.3873076,14.471933,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
633,Krua Khun Ein Rama 3,6.245721,3.0649095,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
634,Krua Khun Ein Ratchada 32,6.1182227,13.757117,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
635,Krua Klang Bueng – Yo Yak Khiew Yai Mookrata,3.0499191,10.913243,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
636,Krua Kratare,1.8617843,11.952166,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
637,Krua Muang Ve Lao Yuan at Robinson Lifestyle Srisamarn,5.619924,11.850432,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
638,Krua Nai Noi Seafood,8.290911,12.7645645,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
639,Krua Pa Ya,4.2954125,11.947506,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
640,Krua Piam Ros,1.8511695,12.575009,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
641,Krua Prik Nam Pla,1.6173568,11.702216,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
642,Krua Rim Wang (Samut Sakhon),6.557322,12.570701,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
643,Krua Suan View Pla Mae Num,2.9972165,14.021278,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
644,Krua Talad Yai by Courtyard Marriott (Phuket),0.24522434,4.246681,1,Restaurant with Good View,1,100.0,Restaurant with Good View
645,Krua-Ka-Min,3.6707084,14.105233,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
646,Kruajiangmai Thonglor,3.06956,12.051229,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
647,Kuma no Yakitori,3.0330055,12.637771,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
648,Kumpoy,2.2663598,11.400507,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
649,Kunlin Restaurant (Ranong),2.8928118,12.065905,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
650,Kunshine Hotpot Huai Khwang,4.1090746,13.051749,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
651,Kunshine Hotpot Yaowarat,6.9069314,9.360669,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
652,Kushiro Omakase and Japanese Dining,3.1919386,0.53097945,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
653,Kwankamon Cafe and Restaurant,1.3896643,15.608339,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
654,Kyo Roll En - Cafe & Meal Avenue Ratchayothin,0.3029723,15.569063,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
655,Kyo Roll En - Cafe & Meal Central Eastville,1.0103604,14.7709875,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
656,Kyo Roll En - Cafe & Meal Central Rama 9,5.1746073,4.657841,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
657,Kyo Roll En - Cafe & Meal Gateway Ekamai,0.049549956,15.843662,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
658,Kyo Roll En - Cafe & Meal Mega Bangna,0.42334154,15.585902,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
659,Kyo Zen,-0.8787692,14.070912,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
660,Kyoto Uji Saryo Iconsiam,4.1420236,11.512022,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
661,Kyushu Yatai Kyutarou,6.24454,13.848431,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
662,L'Aperitif At Mercure on Stevens,4.498584,12.97567,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
663,L'Entrecôte The Steak and Fries Bistro (Customs House),7.3701215,10.071036,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
664,L'Escargot Bistro,0.042058203,8.2475605,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
665,L'Escargot at MONOPOLE,4.436491,12.339016,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
666,LA JimJum Lat Phrao 101 Yeak 38,1.3064374,7.8386893,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
667,LEE Cafe' Central Silom Tower,4.9920564,6.345885,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
668,LEE Cafe' Phloenchit Center,0.06759632,16.2289,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
669,LEE Cafe' Q House Lumpini,1.848513,17.30324,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
670,LIBI HOME,5.4830103,10.428392,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
671,LUNA 48 Rooftop Bar at Ramada Bangkok Sukhumvit 48,-3.8697917,9.78813,3,Good Location,1,100.0,Good Location
672,La Bisque at Le Bali Resort & Spa (Pattaya),-2.3720329,7.163484,1,Restaurant with Good View,1,100.0,Restaurant with Good View
673,La Cucina Andaz Pattaya Jomtien Beach (Pattaya),-4.04893,6.2048206,1,Restaurant with Good View,1,100.0,Restaurant with Good View
674,La Luna,1.2033718,8.119249,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
675,Lab Ped Rama 4,6.2225595,3.2194037,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
676,Laciana By The Sea,-2.1633573,2.17113,1,Restaurant with Good View,1,100.0,Restaurant with Good View
677,Lacol Khaoyai - A Chatrium Collection (Khao Yai),3.364191,10.195403,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
678,Lacol Khaoyai - A Chatrium Collection Staycation (Khao Yai),-3.1526093,5.340839,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
679,Lady Butcher,2.3811555,12.055141,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
680,Lahnyai,0.36604145,10.452846,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
681,Lamaya (Khao Yai),2.6309094,13.292857,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
682,Lannua Zaab In The Garden,4.2989507,11.43956,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
683,Laohu Shabu Buffet,7.9912915,6.3539658,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
684,Lau Nuong An La Ghien,1.5861801,7.493887,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
685,Lay and Lu,1.5987937,14.682363,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
686,Le Boeuf,0.36094692,9.276708,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
687,Le' Bali Resort And Spa Staycation (Pattaya),-2.6718004,6.5590057,1,Restaurant with Good View,1,100.0,Restaurant with Good View
688,Learksen Lennam,3.017025,10.00088,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
689,Leela Cheva Restaurant (Pattaya),-4.9923763,7.126555,1,Restaurant with Good View,1,100.0,Restaurant with Good View
690,Legend Roof Bar,-2.5907624,11.611108,3,Good Location,1,100.0,Good Location
691,Lhong Khao 廊 饭 (Phuket),0.6229229,4.701311,1,Restaurant with Good View,1,100.0,Restaurant with Good View
692,Lhong Lhao Yingcharoen Square,4.372826,14.007159,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
693,Lhong Ma Lhao,2.1701398,10.683585,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
694,Lhor Liang Farm,6.0195694,10.572651,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
695,"Lido Restaurant at The Standard, Hua Hin (Hua Hin)",-2.4837022,2.3064716,1,Restaurant with Good View,1,100.0,Restaurant with Good View
696,Lighthouse Cafe & Restaurant,1.94344,15.829742,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
697,Lilit Café & Eatery,-0.85576475,13.761576,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
698,Lily Fu's Asian Bistro,0.5041251,7.1696053,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
699,Lim Kwong Meng Restaurant,4.35161,11.30252,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
700,Lim Tom Luead Moo (Pattaya),-5.343311,6.860601,1,Restaurant with Good View,1,100.0,Restaurant with Good View
701,Lim Tom Luead Moo Sriracha (Chonburi),5.1659365,13.354494,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
702,Lion Suki Mala,5.8719425,11.558357,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
703,Lion's Tale (Trang),-1.6558554,12.713639,3,Good Location,1,100.0,Good Location
704,Little Lazy Lizard,4.783402,11.483267,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
705,Little Stove,4.062331,11.915988,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
706,Liu Liu Hotpot 六六火锅 Rangsit Khlong 3,4.599781,11.134063,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
707,LoLo Bar Grill,1.6885592,5.760917,3,Good Location,1,100.0,Good Location
708,Long Jim Shabu,8.214006,5.91884,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
709,Long Lai,3.2090693,8.550345,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
710,Long Pasta,5.3306217,7.230254,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
711,Longpao Dimsum Hong Kong Hua Mak,-1.3536879,2.9345226,1,Restaurant with Good View,1,100.0,Restaurant with Good View
712,Longpao Dimsum Hong Kong Market Place Theprak,5.0017915,10.57871,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
713,Longpao Dimsum Hong Kong Panya Indra,5.8046,11.605816,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
714,Loong Foong at Jubilee Prestige Hotel Ratchadapisek,0.9821511,10.257232,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
715,Loong Mala,5.2296443,9.884464,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
716,Louk In Louk Jaan,2.328438,11.500664,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
717,Loulou.bkk,5.2433867,12.669376,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
718,Love Me Cafe and Bar,-0.15843952,15.388211,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
719,Luna Lanai Restaurant at Sheraton (Hua Hin),-2.1444964,2.0489683,1,Restaurant with Good View,1,100.0,Restaurant with Good View
720,M Café M Hotel (Pattaya),-4.3181505,7.578688,1,Restaurant with Good View,1,100.0,Restaurant with Good View
721,M Thai Restaurant & Bar,0.1337895,11.499549,3,Good Location,1,100.0,Good Location
722,MAKI Brunch Izakaya,5.4714894,14.6434555,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
723,MJ Hotpot,5.5122766,13.081622,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
724,MUGI,-1.0504123,14.514943,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
725,Ma La Kor Robinson Lat Krabang,1.842584,8.128499,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
726,Ma La Kor Seacon Square Srinagarindra,1.3219317,7.7393017,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
727,Ma La Kor The Mall Bang Kapi,2.0496912,7.950737,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
728,Ma Maison,3.2321355,12.404812,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
729,Machew's Roast,4.2730637,12.031957,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
730,Mad Moa Asok,4.3268085,9.780681,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
731,Madame Musur,3.8471603,14.025214,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
732,Mae Oil Soijuu,1.6179032,12.691292,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
733,Maesriruen The Mall Bangkapi,4.4113894,9.259579,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
734,Mahasawat Cafe & Restaurant,2.032174,15.315821,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
735,Mai Restaurant & Bar at Meliá Chiang Mai Hotel (Chiang Mai),-1.6218107,10.664864,3,Good Location,1,100.0,Good Location
736,Maison de Siri Cafe & Eatery,0.7283683,16.043678,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
737,Makhaen Kitchen – Northern Thai Cuisine,0.8855359,10.000917,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
738,Makin bar & restaurant,-0.9318723,11.941833,3,Good Location,1,100.0,Good Location
739,Mala X,5.226839,10.737927,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
740,Mama Dolores,3.0321906,13.165971,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
741,Mama Yaya,3.2448347,11.13876,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
742,Mamamia (Pattaya),-4.67701,6.6345696,1,Restaurant with Good View,1,100.0,Restaurant with Good View
743,Mami's Tamales,2.9263494,14.171047,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
744,Man & Machine Cafe,1.2757653,16.356123,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
745,Man Chan Korean BBQ Buffet Seacon Square Srinagarindra,7.083262,8.608392,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
746,Man Fu Yuan Kitchen Samyan Mitrtown,2.52931,8.219448,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
747,Mana Garden Cafe & Restaurant,1.8573314,15.508624,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
748,Manam Seafood,8.841177,12.565624,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
749,Manee Me More Central Westgate,4.0340104,5.525075,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
750,Manee Me More Esplanade Ratchadaphisek,4.1067095,9.8303175,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
751,Manee Me More Fashion Island,7.0707417,6.5962496,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
752,Manee Me More Homepro Charan Sanit Wong,5.3316555,9.891052,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
753,Manee Me More Homepro Rama 3,6.6960344,4.1877184,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
754,Masaru Sushi,3.2808924,3.5758266,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
755,Mashita Grill Kanchanaphisek,2.3213668,5.573496,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
756,Mashita Grill Ram Inthra,2.2161424,5.701033,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
757,Masons Craft Bar,-2.0381424,12.682715,3,Good Location,1,100.0,Good Location
758,Mata Garden,3.5074272,14.455037,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
759,Matane Shabu&Sushi Premium Buffet (Kratumbaen Branch),7.99633,6.9638906,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
760,Matsuo Izakaya,4.2711215,15.07894,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
761,Mayraya Wine Bar at Villa Deva Resort and Hotel,-1.3965518,7.4918356,3,Good Location,1,100.0,Good Location
762,Meat Sumpan,6.7878823,9.894401,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
763,Medici Kitchen & Bar Bangkok,1.5440559,6.8286014,3,Good Location,1,100.0,Good Location
764,Mee-Seoul Korean BBQ Buffet Sugoi Eat,6.8789897,8.902332,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
765,Mee-Seoul Korean BBQ Buffet Victoria Garden,7.3541408,8.404165,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
766,Meepla Numyapu Cafe,1.504756,15.341272,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
767,Meisaku Premium Yakiniku,9.294829,8.11893,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
768,Mekiki no Ginji,4.1320047,12.343421,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
769,Mellow Thonglor,4.582124,14.133478,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
770,Memories Cafe & Restaurant By Sara De Cafe,0.9028459,16.260572,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
