restaurant name,UMAP Component 1 (Semantic Similarity Axis),UMAP Component 2 (Theme Variation Axis),cluster,Primary Theme,Number of Posts,Primary Theme %,All Themes,restaurant_id,name,days_in_advance
Kin Chan Si Grilled FISH & ISAAN Thai Food,3.432322,9.080202,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2707,Kin Chan Si Grilled FISH & ISAAN Thai Food,90
Kindee Bistro (Phuket),0.28449222,6.2996173,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3029,Kindee Bistro (Phuket),90
King Seafood (Pattaya),-5.5826607,6.735495,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2780,King Seafood (Pattaya),90
Kinnaree Restaurant Sukhumvit 8,-1.295549,8.693771,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6152,Kinnaree Restaurant Sukhumvit 8,90
Kintub Thai Mookata,1.6262478,11.622779,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5234,Kintub Thai Mookata,90
Kisekhi Craft and Fusion Buffet,7.1588945,8.448631,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6214,Kisekhi Craft and Fusion Buffet,90
Kisso at The Westin Grande Sukhumvit,-1.211546,8.00274,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,911,Kisso at The Westin Grande Sukhumvit,90
Kitchen Yu Pin,2.827316,7.118902,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6616,Kitchen Yu Pin,90
Kizuna Shabu & Hand Roll,7.611324,6.235357,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4924,Kizuna Shabu & Hand Roll,90
Klindin Cafe & Restaurant,1.284724,16.089998,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6614,Klindin Cafe & Restaurant,90
Knock Knock Cafe & Bar,0.27808404,15.577114,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,3492,Knock Knock Cafe & Bar,90
Kokoro Omakase & Hand Roll Bar - Central Eastville,2.3783016,0.94197583,3,Good Location,1,100.0,Good Location,6837,Kokoro Omakase & Hand Roll Bar - Central Eastville,90
KongJu Grill & Shabu Lotus's Rangsit Klong 4,5.984413,5.6969023,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,3637,KongJu Grill & Shabu Lotus's Rangsit Klong 4,90
Kongju Restaurant at Pathumwan Princess Hotel,2.2597919,12.157623,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2072,Kongju Restaurant at Pathumwan Princess Hotel,30
Konlamoh,4.493172,12.634422,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5463,Konlamoh,90
Koong Tung Seafood At Banthat Thong Road,8.364112,12.170727,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5011,Koong Tung Seafood At Banthat Thong Road,90
Koong Tung Seafood At Srinakarin Train Market (Entrance Zone),8.702091,12.3548565,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5010,Koong Tung Seafood At Srinakarin Train Market (Entrance Zone),90
Koong Tung Seafood At Srinakarin Train Market (Main Square),8.791398,12.099183,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5012,Koong Tung Seafood At Srinakarin Train Market (Main Square),90
Korat BaanAng Khaoyai,6.4390883,13.431882,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6792,Korat BaanAng Khaoyai,90
Kozen Sushi Bar & Restaurant,3.2404826,2.0823798,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6388,Kozen Sushi Bar & Restaurant,90
Kraft Cafe At Mowa Bangkok,1.1996346,16.550318,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5453,Kraft Cafe At Mowa Bangkok,90
Krua Ban Pa Boon 3 (Sriracha),5.6422844,14.926449,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6776,Krua Ban Pa Boon 3 (Sriracha),90
Krua Ban Pa Boon 5 (Pattaya),-4.6879063,7.1977897,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6778,Krua Ban Pa Boon 5 (Pattaya),90
Krua Ban Pa Boon 6 (Rayong),5.75735,14.161283,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6780,Krua Ban Pa Boon 6 (Rayong),90
Krua Ban Pa Boon 7 (Bangsaen),6.3873076,14.471933,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6781,Krua Ban Pa Boon 7 (Bangsaen),90
Krua Khun Ein Rama 3,6.245721,3.0649095,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5662,Krua Khun Ein Rama 3,90
Krua Khun Ein Ratchada 32,6.1182227,13.757117,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5824,Krua Khun Ein Ratchada 32,90
Krua Klang Bueng – Yo Yak Khiew Yai Mookrata,3.0499191,10.913243,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6393,Krua Klang Bueng – Yo Yak Khiew Yai Mookrata,90
Krua Kratare,1.8617843,11.952166,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5926,Krua Kratare,90
Krua Muang Ve Lao Yuan at Robinson Lifestyle Srisamarn,5.619924,11.850432,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6833,Krua Muang Ve Lao Yuan at Robinson Lifestyle Srisamarn,90
Krua Nai Noi Seafood,8.290911,12.7645645,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,955,Krua Nai Noi Seafood,90
Krua Pa Ya,4.2954125,11.947506,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5966,Krua Pa Ya,90
Krua Piam Ros,1.8511695,12.575009,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6935,Krua Piam Ros,90
Krua Rim Wang (Samut Sakhon),6.557322,12.570701,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5952,Krua Rim Wang (Samut Sakhon),90
Krua Suan View Pla Mae Num,2.9972165,14.021278,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6287,Krua Suan View Pla Mae Num,90
Krua Talad Yai by Courtyard Marriott (Phuket),0.24522434,4.246681,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2599,Krua Talad Yai by Courtyard Marriott (Phuket),90
Krua-Ka-Min,3.6707084,14.105233,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5519,Krua-Ka-Min,90
Kruajiangmai Thonglor,3.06956,12.051229,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6110,Kruajiangmai Thonglor,90
Kunlin Restaurant (Ranong),2.8928118,12.065905,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3790,Kunlin Restaurant (Ranong),90
Kunshine Hotpot Huai Khwang,4.1090746,13.051749,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4088,Kunshine Hotpot Huai Khwang,90
Kunshine Hotpot Yaowarat,6.9069314,9.360669,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5207,Kunshine Hotpot Yaowarat,90
Kushiro Omakase and Japanese Dining,3.1919386,0.53097945,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4599,Kushiro Omakase and Japanese Dining,240
Kwankamon Cafe and Restaurant,1.3896643,15.608339,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6347,Kwankamon Cafe and Restaurant,90
Kyo Roll En - Cafe & Meal Avenue Ratchayothin,0.3029723,15.569063,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6296,Kyo Roll En - Cafe & Meal Avenue Ratchayothin,90
Kyo Roll En - Cafe & Meal Central Eastville,1.0103604,14.7709875,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6297,Kyo Roll En - Cafe & Meal Central Eastville,90
Kyo Roll En - Cafe & Meal Central Rama 9,5.1746073,4.657841,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6295,Kyo Roll En - Cafe & Meal Central Rama 9,90
Kyo Roll En - Cafe & Meal Mega Bangna,0.42334154,15.585902,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6294,Kyo Roll En - Cafe & Meal Mega Bangna,90
Kyoto Uji Saryo Iconsiam,4.1420236,11.512022,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2877,Kyoto Uji Saryo Iconsiam,90
L'Entrecôte The Steak and Fries Bistro (Customs House),7.3701215,10.071036,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6064,L'Entrecôte The Steak and Fries Bistro (Customs House),90
L'Escargot Bistro,0.042058203,8.2475605,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5988,L'Escargot Bistro,90
L'Escargot at MONOPOLE,4.436491,12.339016,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5991,L'Escargot at MONOPOLE,90
LA JimJum Lat Phrao 101 Yeak 38,1.3064374,7.8386893,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6495,LA JimJum Lat Phrao 101 Yeak 38,90
LEE Cafe' Central Silom Tower,4.9920564,6.345885,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,2916,LEE Cafe' Central Silom Tower,90
LEE Cafe' Phloenchit Center,0.06759632,16.2289,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,2919,LEE Cafe' Phloenchit Center,30
LEE Cafe' Q House Lumpini,1.848513,17.30324,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,2918,LEE Cafe' Q House Lumpini,90
LIBI HOME,5.4830103,10.428392,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5653,LIBI HOME,90
LUNA 48 Rooftop Bar at Ramada Bangkok Sukhumvit 48,-3.8697917,9.78813,3,Good Location,1,100.0,Good Location,5523,LUNA 48 Rooftop Bar at Ramada Bangkok Sukhumvit 48,90
La Bisque at Le Bali Resort & Spa (Pattaya),-2.3720329,7.163484,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5415,La Bisque at Le Bali Resort & Spa (Pattaya),90
La Cucina Andaz Pattaya Jomtien Beach (Pattaya),-4.04893,6.2048206,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3971,La Cucina Andaz Pattaya Jomtien Beach (Pattaya),90
La Luna,1.2033718,8.119249,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5877,La Luna,90
Lab Ped Rama 4,6.2225595,3.2194037,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5296,Lab Ped Rama 4,90
Laciana By The Sea,-2.1633573,2.17113,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6575,Laciana By The Sea,90
Lacol Khaoyai - A Chatrium Collection (Khao Yai),3.364191,10.195403,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4199,Lacol Khaoyai - A Chatrium Collection (Khao Yai),90
Lacol Khaoyai - A Chatrium Collection Staycation (Khao Yai),-3.1526093,5.340839,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4202,Lacol Khaoyai - A Chatrium Collection Staycation (Khao Yai),90
Lady Butcher,2.3811555,12.055141,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5260,Lady Butcher,90
Lamaya (Khao Yai),2.6309094,13.292857,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4284,Lamaya (Khao Yai),90
Lannua Zaab In The Garden,4.2989507,11.43956,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5543,Lannua Zaab In The Garden,90
Laohu Shabu Buffet,7.9912915,6.3539658,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5456,Laohu Shabu Buffet,90
Lau Nuong An La Ghien,1.5861801,7.493887,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5350,Lau Nuong An La Ghien,90
Le Boeuf,0.36094692,9.276708,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,701,Le Boeuf,90
Le' Bali Resort And Spa Staycation (Pattaya),-2.6718004,6.5590057,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5417,Le' Bali Resort And Spa Staycation (Pattaya),90
Learksen Lennam,3.017025,10.00088,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5901,Learksen Lennam,90
Leela Cheva Restaurant (Pattaya),-4.9923763,7.126555,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5944,Leela Cheva Restaurant (Pattaya),90
Lhong Khao 廊 饭 (Phuket),0.6229229,4.701311,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3640,Lhong Khao 廊 饭 (Phuket),90
Lhong Lhao Yingcharoen Square,4.372826,14.007159,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4999,Lhong Lhao Yingcharoen Square,90
Lhong Ma Lhao,2.1701398,10.683585,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5287,Lhong Ma Lhao,90
Lhor Liang Farm,6.0195694,10.572651,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5054,Lhor Liang Farm,90
Lighthouse Cafe & Restaurant,1.94344,15.829742,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5261,Lighthouse Cafe & Restaurant,90
Lilit Café & Eatery,-0.85576475,13.761576,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6665,Lilit Café & Eatery,90
Lily Fu's Asian Bistro,0.5041251,7.1696053,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4942,Lily Fu's Asian Bistro,90
Lim Kwong Meng Restaurant,4.35161,11.30252,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2990,Lim Kwong Meng Restaurant,90
Lim Tom Luead Moo (Pattaya),-5.343311,6.860601,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5921,Lim Tom Luead Moo (Pattaya),90
Lim Tom Luead Moo Sriracha (Chonburi),5.1659365,13.354494,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6550,Lim Tom Luead Moo Sriracha (Chonburi),90
Lion Suki Mala,5.8719425,11.558357,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5505,Lion Suki Mala,90
Lion's Tale (Trang),-1.6558554,12.713639,3,Good Location,1,100.0,Good Location,5811,Lion's Tale (Trang),90
Little Stove,4.062331,11.915988,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6128,Little Stove,90
Liu Liu Hotpot 六六火锅 Rangsit Khlong 3,4.599781,11.134063,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6733,Liu Liu Hotpot 六六火锅 Rangsit Khlong 3,90
LoLo Bar Grill,1.6885592,5.760917,3,Good Location,1,100.0,Good Location,5748,LoLo Bar Grill,90
Long Jim Shabu,8.214006,5.91884,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4939,Long Jim Shabu,90
Long Pasta,5.3306217,7.230254,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5536,Long Pasta,90
Longpao Dimsum Hong Kong Hua Mak,-1.3536879,2.9345226,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5141,Longpao Dimsum Hong Kong Hua Mak,90
Longpao Dimsum Hong Kong Market Place Theprak,5.0017915,10.57871,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5794,Longpao Dimsum Hong Kong Market Place Theprak,90
Longpao Dimsum Hong Kong Panya Indra,5.8046,11.605816,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5142,Longpao Dimsum Hong Kong Panya Indra,90
Loong Foong at Jubilee Prestige Hotel Ratchadapisek,0.9821511,10.257232,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3620,Loong Foong at Jubilee Prestige Hotel Ratchadapisek,90
Loong Mala,5.2296443,9.884464,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4153,Loong Mala,90
Louk In Louk Jaan,2.328438,11.500664,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6829,Louk In Louk Jaan,90
Loulou.bkk,5.2433867,12.669376,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6289,Loulou.bkk,90
Love Me Cafe and Bar,-0.15843952,15.388211,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5772,Love Me Cafe and Bar,90
Luna Lanai Restaurant at Sheraton (Hua Hin),-2.1444964,2.0489683,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2606,Luna Lanai Restaurant at Sheraton (Hua Hin),90
M Café M Hotel (Pattaya),-4.3181505,7.578688,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2657,M Café M Hotel (Pattaya),90
M Thai Restaurant & Bar,0.1337895,11.499549,3,Good Location,1,100.0,Good Location,5907,M Thai Restaurant & Bar,90
MAKI Brunch Izakaya,5.4714894,14.6434555,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6790,MAKI Brunch Izakaya,90
MUGI,-1.0504123,14.514943,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4956,MUGI,90
Ma La Kor Robinson Lat Krabang,1.842584,8.128499,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4371,Ma La Kor Robinson Lat Krabang,90
Ma La Kor Seacon Square Srinagarindra,1.3219317,7.7393017,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4373,Ma La Kor Seacon Square Srinagarindra,90
Ma La Kor The Mall Bang Kapi,2.0496912,7.950737,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4375,Ma La Kor The Mall Bang Kapi,90
Machew's Roast,4.2730637,12.031957,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5148,Machew's Roast,90
Mad Moa Asok,4.3268085,9.780681,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6032,Mad Moa Asok,90
Madame Musur,3.8471603,14.025214,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6444,Madame Musur,90
Mae Oil Soijuu,1.6179032,12.691292,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6613,Mae Oil Soijuu,90
Maesriruen The Mall Bangkapi,4.4113894,9.259579,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4535,Maesriruen The Mall Bangkapi,90
Mahasawat Cafe & Restaurant,2.032174,15.315821,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5166,Mahasawat Cafe & Restaurant,90
Mai Restaurant & Bar at Meliá Chiang Mai Hotel (Chiang Mai),-1.6218107,10.664864,3,Good Location,1,100.0,Good Location,6621,Mai Restaurant & Bar at Meliá Chiang Mai Hotel (Chiang Mai),90
Maison de Siri Cafe & Eatery,0.7283683,16.043678,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5857,Maison de Siri Cafe & Eatery,90
Makhaen Kitchen – Northern Thai Cuisine,0.8855359,10.000917,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6461,Makhaen Kitchen – Northern Thai Cuisine,90
Makin bar & restaurant,-0.9318723,11.941833,3,Good Location,1,100.0,Good Location,4807,Makin bar & restaurant,90
Mala X,5.226839,10.737927,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4665,Mala X,90
Mama Dolores,3.0321906,13.165971,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3371,Mama Dolores,90
Mama Yaya,3.2448347,11.13876,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5331,Mama Yaya,90
Mamamia (Pattaya),-4.67701,6.6345696,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5249,Mamamia (Pattaya),90
Mami's Tamales,2.9263494,14.171047,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6376,Mami's Tamales,90
Man & Machine Cafe,1.2757653,16.356123,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5392,Man & Machine Cafe,90
Man Chan Korean BBQ Buffet Seacon Square Srinagarindra,7.083262,8.608392,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,3414,Man Chan Korean BBQ Buffet Seacon Square Srinagarindra,90
Man Fu Yuan Kitchen Samyan Mitrtown,2.52931,8.219448,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4350,Man Fu Yuan Kitchen Samyan Mitrtown,90
Mana Garden Cafe & Restaurant,1.8573314,15.508624,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5257,Mana Garden Cafe & Restaurant,90
Manee Me More Central Westgate,4.0340104,5.525075,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4602,Manee Me More Central Westgate,90
Manee Me More Esplanade Ratchadaphisek,4.1067095,9.8303175,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4603,Manee Me More Esplanade Ratchadaphisek,90
Manee Me More Fashion Island,7.0707417,6.5962496,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4740,Manee Me More Fashion Island,90
